nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"Pregunta P4.45.3.1 ¿En qué mes y año les hicieron el préstamo en una casa de empeño, con un prestamista o agiotista?",2,C,p4_45_3_1,p4_45_3_1,"01...11,99"
"Pregunta P4.45.3.2 ¿En qué mes y año les hicieron el préstamo en una casa de empeño, con un prestamista o agiotista?",4,C,p4_45_3_2,p4_45_3_2,"1997...2014,9999"
"Pregunta P4.46.3 De lo que les prestaron en una casa de empeño, con un prestamista o agiotista, ¿cuánto deben todavía?",7,C,p4_46_3,p4_46_3,"0000000,0030000...0100000"
"Pregunta P4.47.3 Regularmente, ¿cuánto pagan al mes del préstamo en una casa de empeño, con un prestamista o agiotistas?",5,C,p4_47_3,,01000...05000
"Pregunta P4.48.3.1 ¿En cuánto tiempo más cree que terminarán de pagar este préstamo en una casa de empeño, con un prestamista o agiotista?",2,C,p4_48_3_1,,00...02
"Pregunta P4.48.3.2 ¿En cuánto tiempo más cree que terminarán de pagar este préstamo en una casa de empeño, con un prestamista o agiotista?",2,C,p4_48_3_2,,00...03
Pregunta P4.43.4 ¿A las personas de este hogar les prestaron en Otro?,1,C,p4_43_4,p4_43_4,"1,2"
Pregunta P4.44.4 ¿Cuánto les prestaron en Otro?,7,C,p4_44_4,,0050000...0220000
Pregunta P4.45.4.1 ¿En qué mes y año les hicieron el préstamo en Otro?,2,C,p4_45_4_1,,06...11
Pregunta P4.45.4.2 ¿En qué mes y año les hicieron el préstamo en Otro?,4,C,p4_45_4_2,,2000...2014
Pregunta P4.46.4 ¿De lo que les prestaron en Otro?,7,C,p4_46_4,p4_46_4,"0000000,0020000...0200000"
"Pregunta P4.47.4 Regularmente, ¿cuánto pagan al mes del préstamo en Otro?",5,C,p4_47_4,,00640...03000
Pregunta P4.48.4.1 ¿En cuánto tiempo más cree que terminarán de pagar este préstamo en Otro?,2,C,p4_48_4_1,,01...10
Pregunta P4.48.4.2 ¿En cuánto tiempo más cree que terminarán de pagar este préstamo en Otro?,2,C,p4_48_4_2,,0
"Pregunta P4.49 ¿Cuál fue el monto que recibieron como apoyo o subsidio del gobierno? Si el apoyo se los dieron en material de construcción, por favor deme un costo aproximado",6,C,p4_49,p4_49,"000104...450000,999999"
"Pregunta P4.50 De sus ahorros o recursos propios, ¿cuánto dinero pusieron para la compra (construcción) de esta vivienda? Incluya otros gastos como escrituración, permisos o avalúos.",9,C,p4_50,p4_50,"000000001...004000000,999999888,999999999"
"Pregunta P4.51 (Aparte de los créditos que ya le pregunté), actualmente, ¿usted o algún integrante del hogar están pagando algún crédito de vivienda con INFONAVIT, FOVISSSTE o bancario, que hayan usado para la remodelación o ampliación de esta vivienda?",1,C,p4_51,p4_51,"1,2,9"
Pregunta P4.52 ¿Cuánto les prestaron para la remodelación o ampliación de esta vivienda?,9,C,p4_52,p4_52,"000005000...004000000,999999888,999999999"
Pregunta P4.53 ¿Cuánto pagan de mensualidad?,5,C,p4_53,p4_53,"00200...14000,99888,99999"
"Pregunta P4.54 De lo que les prestaron del crédito para remodelación o ampliación, ¿cuánto deben todavía?",9,C,p4_54,p4_54,"000000300...003000000,999999888,999999999"
"Pregunta P4.55 ¿Cuánto cree que vale lo que tienen en esta vivienda como televisión, refrigerador, lavadora, muebles, bicicletas y otros artículos de valor esto es, lo que se conoce como menaje de casa?",9,C,p4_55,p4_55,"000000015...150000000,999999888,999999999"
Estrato de diseño,3,C,edis,,001...407
Unidad primaria de muestreo de diseño,7,C,upm_dis,,0000001...0003307
Factor de expansión,5,C,fac_viv,,24...22850
Estrato,1,C,estrato,,1...4
Tamaño de localidad,1,C,tloc,tloc,1...4
Entidad,2,C,ent,ent,01...32
